ID	POEM_NUMBER	POEM_TITLE	STANZA	LINE_NUMBER	LINE_IN_SOURCE	LINE	RHYMEWORD	RHYME	RECONSTRUCTION	COMMENT	PROBLEMS
1938	119	杕杜	119.2	2	胡不b[tsiei]佽焉。（脂部）	胡不佽焉	佽	b	tsiei	脂部	
1939	120	羔裘	120.1	1	羔裘豹a[khia]袪	羔裘豹袪	袪	a	khia		
1940	120	羔裘	120.1	2	自我人居a[kia]居。	自我人居居	居	a	kia		
1941	120	羔裘	120.1	1	豈無他人	豈無他人					
1942	120	羔裘	120.1	2	維子之a[ka]故。（鱼部）	維子之故	故	a	ka	鱼部	
1943	120	羔裘	120.2	1	羔裘豹a[ziu]褎	羔裘豹褎	褎	a	ziu		
1944	120	羔裘	120.2	2	自我人究a[kiu]究。	自我人究究	究	a	kiu		
1945	120	羔裘	120.2	1	豈無他人	豈無他人					
1946	120	羔裘	120.2	2	維子之a[xu]好。（幽部）	維子之好	好	a	xu	幽部	
1947	121	鴇羽	121.1	1	肅肅鴇a[hiua]羽	肅肅鴇羽	羽	a	hiua		
1948	121	鴇羽	121.1	2	集于苞a[xia]栩。	集于苞栩	栩	a	xia		
1949	121	鴇羽	121.1	1	王事靡a[ka]盬	王事靡盬	盬	a	ka		
1950	121	鴇羽	121.1	2	不能蓺稷a[sjia]黍	不能蓺稷黍	黍	a	sjia		
1951	121	鴇羽	121.1	3	父母何a[ha]怙。	父母何怙	怙	a	ha		
1952	121	鴇羽	121.1	1	悠悠蒼天	悠悠蒼天					
1953	121	鴇羽	121.1	2	曷其有a[shia]所。（鱼部）	曷其有所	所	a	shia	鱼部	
1954	121	鴇羽	121.2	1	肅肅鴇a[jiək]翼	肅肅鴇翼	翼	a	jiək		
1955	121	鴇羽	121.2	2	集于苞a[kiək]棘。	集于苞棘	棘	a	kiək		
1956	121	鴇羽	121.2	1	王事靡盬	王事靡盬					
1957	121	鴇羽	121.2	2	不能蓺黍a[tziək]稷	不能蓺黍稷	稷	a	tziək		
1958	121	鴇羽	121.2	3	父母何a[djiək]食。	父母何食	食	a	djiək		
1959	121	鴇羽	121.2	1	悠悠蒼天	悠悠蒼天					
1960	121	鴇羽	121.2	2	曷其有a[giək]極。（职部）	曷其有極	極	a	giək	职部	
1961	121	鴇羽	121.3	1	肅肅鴇a[hang]行	肅肅鴇行	行	a	hang		
1962	121	鴇羽	121.3	2	集于苞a[sang]桑。	集于苞桑	桑	a	sang		
1963	121	鴇羽	121.3	1	王事靡盬	王事靡盬					
1964	121	鴇羽	121.3	2	不能蓺稻a[liang]粱	不能蓺稻粱	粱	a	liang		
1965	121	鴇羽	121.3	3	父母何a[zjiang]嘗。	父母何嘗	嘗	a	zjiang		
1966	121	鴇羽	121.3	1	悠悠蒼天	悠悠蒼天					
1967	121	鴇羽	121.3	2	曷其有a[zjiang]常。（阳部）	曷其有常	常	a	zjiang	阳部	
1968	122	無衣	122.1	1	豈曰無衣a[tsiet]七兮	豈曰無衣七兮	七	a	tsiet		
1969	122	無衣	122.1	2	不如子之衣	不如子之衣					
1970	122	無衣	122.1	3	安且a[kiet]吉兮。（质部）	安且吉兮	吉	a	kiet	质部	
1971	122	無衣	122.2	1	豈曰無衣a[liuk]六兮	豈曰無衣六兮	六	a	liuk		
1972	122	無衣	122.2	2	不如子之衣	不如子之衣					
1973	122	無衣	122.2	3	安且a[iuk]燠兮。（觉部）	安且燠兮	燠	a	iuk	觉部	
1974	123	有杕之杜	123.1	1	有杕之杜	有杕之杜					
1975	123	有杕之杜	123.1	2	生于道a[tzai]左。	生于道左	左	a	tzai		
1976	123	有杕之杜	123.1	1	彼君子兮	彼君子兮					
1977	123	有杕之杜	123.1	2	噬肯適a[ngai]我。（歌部）	噬肯適我	我	a	ngai	歌部	
1978	123	有杕之杜	123.1	1	中心B[xu]好之	中心好之	好	B	xu		
1979	123	有杕之杜	123.1	2	曷飲C[djiək]食之。	曷飲食之	食	C	djiək		
1980	123	有杕之杜	123.2	1	有杕之杜	有杕之杜					
1981	123	有杕之杜	123.2	2	生于道a[tjiu]周。	生于道周	周	a	tjiu		
1982	123	有杕之杜	123.2	1	彼君子兮	彼君子兮					
1983	123	有杕之杜	123.2	2	噬肯來a[jiu]遊。（幽部）	噬肯來遊	遊	a	jiu	幽部	
1984	123	有杕之杜	123.2	1	中心B[xu]好之	中心好之	好	B	xu		
1985	123	有杕之杜	123.2	2	曷飲C[djiək]食之。（B= 幽部） （C= 职部）	曷飲食之	食	C	djiək	B=幽部C=职部	
1986	124	葛生	124.1	1	葛生蒙a[tshia]楚	葛生蒙楚	楚	a	tshia		
1987	124	葛生	124.1	2	蘞蔓于a[jya]野。	蘞蔓于野	野	a	jya		
1988	124	葛生	124.1	1	予美亡此	予美亡此					
1989	124	葛生	124.1	2	誰與獨a[thjia]處。（鱼部）	誰與獨處	處	a	thjia	鱼部	
1990	124	葛生	124.2	1	葛生蒙a[kiək]棘	葛生蒙棘	棘	a	kiək		
1991	124	葛生	124.2	2	蘞蔓于a[hiuək]域。	蘞蔓于域	域	a	hiuək		
1992	124	葛生	124.2	1	予美亡此	予美亡此					
1993	124	葛生	124.2	2	誰與獨a[siək]息。（职部）	誰與獨息	息	a	siək	职部	
1994	124	葛生	124.3	1	角枕a[tsan]粲兮	角枕粲兮	粲	a	tsan		
1995	124	葛生	124.3	2	錦衾a[lan]爛兮。	錦衾爛兮	爛	a	lan		
1996	124	葛生	124.3	1	予美亡此	予美亡此					
1997	124	葛生	124.3	2	誰與獨a[tan]旦。（元部）	誰與獨旦	旦	a	tan	元部	
1998	124	葛生	124.4	1	夏之日	夏之日					
1999	124	葛生	124.4	2	冬之a[jyak]夜	冬之夜	夜	a	jyak		
2000	124	葛生	124.4	3	百歲之後	百歲之後					
2001	124	葛生	124.4	4	歸於其a[kia]居。（铎鱼通韵）	歸於其居	居	a	kia	铎鱼通韵	
2002	124	葛生	124.5	1	冬之夜	冬之夜					
2003	124	葛生	124.5	2	夏之a[njiet]日	夏之日	日	a	njiet		
2004	124	葛生	124.5	3	百歲之後	百歲之後					
2005	124	葛生	124.5	4	歸於其a[sjiet]室。（质部）	歸於其室	室	a	sjiet	质部	
2006	125	采苓	125.1	1	采a[lyen]苓采a[lyen]苓	采苓采苓	苓	a	lyen		
2007	125	采苓	125.1	1	采a[lyen]苓采a[lyen]苓	采苓采苓	苓	a	lyen		
2008	125	采苓	125.1	2	首陽之a[tyen]巔。6	首陽之巔	巔	a	tyen		
2009	125	采苓	125.1	1	人之為言	人之為言					
2010	125	采苓	125.1	2	苟亦無a[sien]信。（真部）	苟亦無信	信	a	sien	真部	
2011	125	采苓	125.1	1	舍b[tjian]旃舍b[tjian]旃	舍旃舍旃	旃	b	tjian		
2012	125	采苓	125.1	1	舍b[tjian]旃舍b[tjian]旃	舍旃舍旃	旃	b	tjian		
2013	125	采苓	125.1	2	苟亦無b[njian]然。	苟亦無然	然	b	njian		
2014	125	采苓	125.1	1	人之為b[ngian]言	人之為言	言	b	ngian		
2015	125	采苓	125.1	2	胡得b[ian]焉。（元部）	胡得焉	焉	b	ian	元部	
2016	125	采苓	125.2	1	采a[kha]苦采a[kha]苦	采苦采苦	苦	a	kha		
2017	125	采苓	125.2	1	采a[kha]苦采a[kha]苦	采苦采苦	苦	a	kha		
2018	125	采苓	125.2	2	首陽之a[hea]下。	首陽之下	下	a	hea		
2019	125	采苓	125.2	1	人之為言	人之為言					
2020	125	采苓	125.2	2	苟亦無a[jia]與。（鱼部）	苟亦無與	與	a	jia	鱼部	
2021	125	采苓	125.2	1	舍b[tjian]旃舍b[tjian]旃	舍旃舍旃	旃	b	tjian		
2022	125	采苓	125.2	1	舍b[tjian]旃舍b[tjian]旃	舍旃舍旃	旃	b	tjian		
2023	125	采苓	125.2	2	苟亦無b[njian]然。	苟亦無然	然	b	njian		
2024	125	采苓	125.2	1	人之為b[ngian]言	人之為言	言	b	ngian		
2025	125	采苓	125.2	2	胡得b[ian]焉。（元部）	胡得焉	焉	b	ian	元部	
2026	125	采苓	125.3	1	采a[piong]葑采a[piong]葑	采葑采葑	葑	a	piong		
2027	125	采苓	125.3	1	采a[piong]葑采a[piong]葑	采葑采葑	葑	a	piong		
2028	125	采苓	125.3	2	首陽之a[tong]東。	首陽之東	東	a	tong		
2029	125	采苓	125.3	1	人之無言	人之無言					
2030	125	采苓	125.3	2	苟亦無a[dziong]從。（东部）	苟亦無從	從	a	dziong	东部	
2031	125	采苓	125.3	1	舍b[tjian]旃舍b[tjian]旃	舍旃舍旃	旃	b	tjian		
2032	125	采苓	125.3	1	舍b[tjian]旃舍b[tjian]旃	舍旃舍旃	旃	b	tjian		
2033	125	采苓	125.3	2	苟亦無b[njian]然。	苟亦無然	然	b	njian		
2034	125	采苓	125.3	1	人之為b[ngian]言	人之為言	言	b	ngian		
2035	125	采苓	125.3	2	胡得b[ian]焉。（元部）	胡得焉	焉	b	ian	元部	
2036	125	采苓	125.6	1	秦風	秦風					
2037	126	車鄰	126.1	1	有車鄰a[lien]鄰	有車鄰鄰	鄰	a	lien		
2038	126	車鄰	126.1	2	有馬白a[tyen]顛。	有馬白顛	顛	a	tyen		
2039	126	車鄰	126.1	1	未見君子	未見君子					
2040	126	車鄰	126.1	2	寺人之a[lyen]令。（真部）	寺人之令	令	a	lyen	真部	
2041	126	車鄰	126.2	1	阪有a[tsiet]漆	阪有漆	漆	a	tsiet		
2042	126	車鄰	126.2	2	隰有a[liet]栗。	隰有栗	栗	a	liet		
2043	126	車鄰	126.2	1	既見君子	既見君子					
2044	126	車鄰	126.2	2	並坐鼓a[shet]瑟。	並坐鼓瑟	瑟	a	shet		
2045	126	車鄰	126.2	1	今者不樂	今者不樂					
2046	126	車鄰	126.2	2	逝者其a[diet]耋。（质部）	逝者其耋	耋	a	diet	质部	
2047	126	車鄰	126.3	1	阪有a[sang]桑	阪有桑	桑	a	sang		
2048	126	車鄰	126.3	2	隰有a[jiang]楊。	隰有楊	楊	a	jiang		
2049	126	車鄰	126.3	1	既見君子	既見君子					
2050	126	車鄰	126.3	2	並坐鼓a[huang]簧。	並坐鼓簧	簧	a	huang		
2051	126	車鄰	126.3	1	今者不樂	今者不樂					
2052	126	車鄰	126.3	2	逝者其a[miuang]亡。（阳部）	逝者其亡	亡	a	miuang	阳部	
2053	127	駟驖	127.1	1	駟驖孔a[biu]阜	駟驖孔阜	阜	a	biu		
2054	127	駟驖	127.1	2	六轡在a[sjiu]手。	六轡在手	手	a	sjiu		
2055	127	駟驖	127.1	1	公之媚子	公之媚子					
2056	127	駟驖	127.1	2	從公于a[sjiu]狩。（幽部）	從公于狩	狩	a	sjiu	幽部	
2057	127	駟驖	127.2	1	奉時辰牡	奉時辰牡					
2058	127	駟驖	127.2	2	辰牡孔a[zjyak]碩。	辰牡孔碩	碩	a	zjyak		
2059	127	駟驖	127.2	1	公曰左之	公曰左之					
2060	127	駟驖	127.2	2	舍拔則a[hoak]獲。（铎部）	舍拔則獲	獲	a	hoak	铎部	
2061	127	駟驖	127.3	1	遊于北a[hiuan]園	遊于北園	園	a	hiuan		
2062	127	駟驖	127.3	2	四馬既a[hean]閑。（元部）	四馬既閑	閑	a	hean	元部	
2063	127	駟驖	127.3	1	輶車鸞b[piô]鑣	輶車鸞鑣	鑣	b	piô		
2064	127	駟驖	127.3	2	載獫歇b[kiô]驕。（宵部）	載獫歇驕	驕	b	kiô	宵部	
2065	128	小戎	128.1	1	小戎俴a[sjiu]收	小戎俴收	收	a	sjiu		
2066	128	小戎	128.1	2	五楘梁a[tjiu]輈。	五楘梁輈	輈	a	tjiu		
2067	128	小戎	128.1	1	游環脅a[khio]驅	游環脅驅	驅	a	khio		
2068	128	小戎	128.1	2	陰靷鋈b[ziok]續	陰靷鋈續	續	b	ziok		
2069	128	小戎	128.1	3	（a= 幽侯合韵）					a=幽侯合韵	
2070	128	小戎	128.1	1	文茵暢b[kok]轂	文茵暢轂	轂	b	kok		
2071	128	小戎	128.1	2	駕我騏b[tjiok]馵。	駕我騏馵	馵	b	tjiok		
2072	128	小戎	128.1	1	言念君子	言念君子					
2073	128	小戎	128.1	2	溫其如b[ngiok]玉。	溫其如玉	玉	b	ngiok		
2074	128	小戎	128.1	1	在其板b[ok]屋	在其板屋	屋	b	ok		
2075	128	小戎	128.1	2	亂我心b[khiok]曲。（屋部）	亂我心曲	曲	b	khiok	屋部	
2076	128	小戎	128.2	1	四牡孔a[biu]阜	四牡孔阜	阜	a	biu		
2077	128	小戎	128.2	2	六轡在a[sjiu]手	六轡在手	手	a	sjiu		
2078	128	小戎	128.2	3	（幽部）					幽部	
2079	128	小戎	128.2	1	騏騮是b[tiuəm]中	騏騮是中	中	b	tiuəm		
2080	128	小戎	128.2	2	騧驪是b[tsəm]驂	騧驪是驂	驂	b	tsəm		
2081	128	小戎	128.2	3	（侵部）					侵部	
2082	128	小戎	128.2	1	龍盾之c[həp]合	龍盾之合	合	c	həp		
2083	128	小戎	128.2	2	鋈以觼c[nəp]軜。	鋈以觼軜	軜	c	nəp		
2084	128	小戎	128.2	1	言念君子	言念君子					
2085	128	小戎	128.2	2	溫其在c[iəp]邑。（缉部）	溫其在邑	邑	c	iəp	缉部	
2086	128	小戎	128.2	1	方何為d[giə]期	方何為期	期	d	giə		
2087	128	小戎	128.2	2	胡然我念d[tjiə]之。（之部）	胡然我念之	之	d	tjiə	之部	
2088	128	小戎	128.3	1	俴駟孔a[giuən]群	俴駟孔群	群	a	giuən		
2089	128	小戎	128.3	2	厹矛鋈a[zjiuən]錞	厹矛鋈錞	錞	a	zjiuən		
2090	128	小戎	128.3	3							
2091	128	小戎	128.3	1	蒙伐有a[iuan]苑	蒙伐有苑	苑	a	iuan		
2092	128	小戎	128.3	2	虎韔鏤b[iəng]膺	虎韔鏤膺	膺	b	iəng		
2093	128	小戎	128.3	3	（a= 文元合韵）					a=文元合韵	
2094	128	小戎	128.3	1	交韔二b[kiuəng]弓	交韔二弓	弓	b	kiuəng		
2095	128	小戎	128.3	2	竹閉緄b[dəng]縢。	竹閉緄縢	縢	b	dəng		
2096	128	小戎	128.3	1	言念君子	言念君子					
2097	128	小戎	128.3	2	載寢載b[xiəng]興。	載寢載興	興	b	xiəng		
2098	128	小戎	128.3	1	厭厭良人	厭厭良人					
2099	128	小戎	128.3	2	秩秩德b[iəm]音。（蒸侵合韵）	秩秩德音	音	b	iəm	蒸侵合韵	
2100	129	蒹葭	129.1	1	蒹葭蒼a[tsang]蒼	蒹葭蒼蒼	蒼	a	tsang		
2101	129	蒹葭	129.1	2	白露為a[shiang]霜。	白露為霜	霜	a	shiang		
2102	129	蒹葭	129.1	1	所謂伊人	所謂伊人					
2103	129	蒹葭	129.1	2	在水一a[piuang]方。	在水一方	方	a	piuang		
2104	129	蒹葭	129.1	1	溯洄從之	溯洄從之					
2105	129	蒹葭	129.1	2	道阻且a[diang]長。	道阻且長	長	a	diang		
2106	129	蒹葭	129.1	1	溯游從之	溯游從之					
2107	129	蒹葭	129.1	2	宛在水中a[iang]央。（阳部）	宛在水中央	央	a	iang	阳部	
2108	129	蒹葭	129.2	1	蒹葭萋a[tsyei]萋	蒹葭萋萋	萋	a	tsyei		
2109	129	蒹葭	129.2	2	白露未a[xiəi]晞。	白露未晞	晞	a	xiəi		
2110	129	蒹葭	129.2	1	所謂伊人	所謂伊人					
2111	129	蒹葭	129.2	2	在水之a[miei]湄。	在水之湄	湄	a	miei		
2112	129	蒹葭	129.2	1	溯洄從之	溯洄從之					
2113	129	蒹葭	129.2	2	道阻且a[tzyei]躋。	道阻且躋	躋	a	tzyei		
2114	129	蒹葭	129.2	1	溯游從之	溯游從之					
2115	129	蒹葭	129.2	2	宛在水中a[diei]坻。（脂微合韵）	宛在水中坻	坻	a	diei	脂微合韵	
2116	129	蒹葭	129.3	1	蒹葭采a[tsə]采	蒹葭采采	采	a	tsə		
2117	129	蒹葭	129.3	2	白露未a[jiə]已。	白露未已	已	a	jiə		
2118	129	蒹葭	129.3	1	所謂伊人	所謂伊人					
2119	129	蒹葭	129.3	2	在水之a[zhiə]涘。	在水之涘	涘	a	zhiə		
2120	129	蒹葭	129.3	1	溯洄從之	溯洄從之					
2121	129	蒹葭	129.3	2	道阻且a[hiuə]右。	道阻且右	右	a	hiuə		
2122	129	蒹葭	129.3	1	溯游從之	溯游從之					
2123	129	蒹葭	129.3	2	宛在水中a[tjiə]沚。（之部）	宛在水中沚	沚	a	tjiə	之部	
2124	130	終南	130.1	1	終南何有	終南何有					
2125	130	終南	130.1	2	有條有a[muə]梅。	有條有梅	梅	a	muə		
2126	130	終南	130.1	1	君子至止	君子至止					
2127	130	終南	130.1	2	錦衣狐a[giuə]裘。	錦衣狐裘	裘	a	giuə		
2128	130	終南	130.1	1	顏如渥丹	顏如渥丹					
2129	130	終南	130.1	2	其君也a[tzə]哉。（之部）	其君也哉	哉	a	tzə	之部	
2130	130	終南	130.2	1	終南何有	終南何有					
2131	130	終南	130.2	2	有紀有a[dang]堂。	有紀有堂	堂	a	dang		
2132	130	終南	130.2	1	君子至止	君子至止					
2133	130	終南	130.2	2	黻衣繡a[zjiang]裳	黻衣繡裳	裳	a	zjiang		
2134	130	終南	130.2	3							
2135	130	終南	130.2	1	佩玉將a[tsiang]將	佩玉將將	將	a	tsiang		
2136	130	終南	130.2	2	壽考不a[miuang]忘。（阳部）	壽考不忘	忘	a	miuang	阳部	
2137	131	黃鳥	131.1	1	交交黃鳥	交交黃鳥					
2138	131	黃鳥	131.1	2	止于a[kiək]棘。	止于棘	棘	a	kiək		
2139	131	黃鳥	131.1	1	誰從穆公	誰從穆公					
2140	131	黃鳥	131.1	2	子車奄a[siək]息。	子車奄息	息	a	siək		
2141	131	黃鳥	131.1	1	維此奄a[siək]息	維此奄息	息	a	siək		
2142	131	黃鳥	131.1	2	百夫之a[dək]特。（职部）	百夫之特	特	a	dək	职部	
2143	131	黃鳥	131.1	1	臨其b[hyuet]穴	臨其穴	穴	b	hyuet		
2144	131	黃鳥	131.1	2	惴惴其b[liet]慄。（质部）	惴惴其慄	慄	b	liet	质部	
2145	131	黃鳥	131.1	1	彼蒼者c[thyen]天	彼蒼者天	天	c	thyen		
2146	131	黃鳥	131.1	2	殲我良c[njien]人。	殲我良人	人	c	njien		
2147	131	黃鳥	131.1	1	如可贖兮	如可贖兮					
2148	131	黃鳥	131.1	2	人百其c[sjien]身。（真部）	人百其身	身	c	sjien	真部	
2149	131	黃鳥	131.2	1	交交黃鳥	交交黃鳥					
2150	131	黃鳥	131.2	2	止于a[sang]桑。	止于桑	桑	a	sang		
2151	131	黃鳥	131.2	1	誰從穆公	誰從穆公					
2152	131	黃鳥	131.2	2	子車仲a[hang]行。	子車仲行	行	a	hang		
2153	131	黃鳥	131.2	1	維此仲a[hang]行	維此仲行	行	a	hang		
2154	131	黃鳥	131.2	2	百夫之a[biuang]防。（阳部）	百夫之防	防	a	biuang	阳部	
2155	131	黃鳥	131.2	1	臨其b[hyuet]穴	臨其穴	穴	b	hyuet		
2156	131	黃鳥	131.2	2	惴惴其b[liet]慄。（质部）	惴惴其慄	慄	b	liet	质部	
2157	131	黃鳥	131.2	1	彼蒼者c[thyen]天	彼蒼者天	天	c	thyen		
2158	131	黃鳥	131.2	2	殲我良c[njien]人。	殲我良人	人	c	njien		
2159	131	黃鳥	131.2	1	如可贖兮	如可贖兮					
2160	131	黃鳥	131.2	2	人百其c[sjien]身。（真部）	人百其身	身	c	sjien	真部	
2161	131	黃鳥	131.3	1	交交黃鳥	交交黃鳥					
2162	131	黃鳥	131.3	2	止于a[tshia]楚。	止于楚	楚	a	tshia		
2163	131	黃鳥	131.3	1	誰從穆公	誰從穆公					
2164	131	黃鳥	131.3	2	子車鍼a[xa]虎。	子車鍼虎	虎	a	xa		
2165	131	黃鳥	131.3	1	維此鍼a[xa]虎	維此鍼虎	虎	a	xa		
2166	131	黃鳥	131.3	2	百夫之a[ngia]禦。（鱼部）	百夫之禦	禦	a	ngia	鱼部	
2167	131	黃鳥	131.3	1	臨其b[hyuet]穴	臨其穴	穴	b	hyuet		
2168	131	黃鳥	131.3	2	惴惴其b[liet]慄。（质部）	惴惴其慄	慄	b	liet	质部	
2169	131	黃鳥	131.3	1	彼蒼者c[thyen]天	彼蒼者天	天	c	thyen		
2170	131	黃鳥	131.3	2	殲我良c[njien]人。	殲我良人	人	c	njien		
2171	131	黃鳥	131.3	1	如可贖兮	如可贖兮					
2172	131	黃鳥	131.3	2	人百其c[sjien]身。（真部）	人百其身	身	c	sjien	真部	
2173	132	晨風	132.1	1	歍彼晨a[piuəm]風	歍彼晨風	風	a	piuəm		
2174	132	晨風	132.1	2	鬱彼北a[liəm]林。	鬱彼北林	林	a	liəm		
2175	132	晨風	132.1	1	未見君子	未見君子					
2176	132	晨風	132.1	2	憂心欽a[khiəm]欽。（侵部）	憂心欽欽	欽	a	khiəm	侵部	
2177	132	晨風	132.1	1	如b[hai]何如b[hai]何	如何如何	何	b	hai		
2178	132	晨風	132.1	1	如b[hai]何如b[hai]何	如何如何	何	b	hai		
2179	132	晨風	132.1	2	忘我實b[tai]多。（歌部）	忘我實多	多	b	tai	歌部	
2180	132	晨風	132.2	1	山有苞a[lyôk]櫟	山有苞櫟	櫟	a	lyôk		
2181	132	晨風	132.2	2	隰有六a[peôk]駮。	隰有六駮	駮	a	peôk		
2182	132	晨風	132.2	1	未見君子	未見君子					
2183	132	晨風	132.2	2	憂心靡a[lôk]樂。（药部）	憂心靡樂	樂	a	lôk	药部	
2184	132	晨風	132.2	1	如b[hai]何如b[hai]何	如何如何	何	b	hai		
2185	132	晨風	132.2	1	如b[hai]何如b[hai]何	如何如何	何	b	hai		
2186	132	晨風	132.2	2	忘我實b[tai]多。（歌部）	忘我實多	多	b	tai	歌部	
2187	132	晨風	132.3	1	山有苞a[dyet]棣	山有苞棣	棣	a	dyet		
2188	132	晨風	132.3	2	隰有樹a[ziuət]檖。	隰有樹檖	檖	a	ziuət		
2189	132	晨風	132.3	1	未見君子	未見君子					
2190	132	晨風	132.3	2	憂心如a[tziuət]醉。（质物合韵）	憂心如醉	醉	a	tziuət	质物合韵	
2191	132	晨風	132.3	1	如b[hai]何如b[hai]何	如何如何	何	b	hai		
2192	132	晨風	132.3	1	如b[hai]何如b[hai]何	如何如何	何	b	hai		
2193	132	晨風	132.3	2	忘我實b[tai]多。（歌部）	忘我實多	多	b	tai	歌部	
2194	133	無衣	133.1	1	豈曰無a[iəi]衣	豈曰無衣	衣	a	iəi		
2195	133	無衣	133.1	2	與子同b[bu]袍。（a= 微脂合韵）	與子同袍	袍	b	bu	a=微脂合韵	
2196	133	無衣	133.1	1	王于興a[shiei]師	王于興師	師	a	shiei		
2197	133	無衣	133.1	2	修我戈b[miu]矛	修我戈矛	矛	b	miu		
2198	133	無衣	133.1	3	與子同b[giu]仇。（b= 幽部）	與子同仇	仇	b	giu	b=幽部	
2199	133	無衣	133.2	1	豈曰無a[iəi]衣	豈曰無衣	衣	a	iəi		
2200	133	無衣	133.2	2	與子同b[deak]澤。（a= 微脂合韵）	與子同澤	澤	b	deak	a=微脂合韵	
2201	133	無衣	133.2	1	王于興a[shiei]師	王于興師	師	a	shiei		
2202	133	無衣	133.2	2	修我矛b[kyak]戟	修我矛戟	戟	b	kyak		
2203	133	無衣	133.2	3	與子偕b[tzak]作。（b= 铎部）	與子偕作	作	b	tzak	b=铎部	
2204	133	無衣	133.3	1	豈曰無a[iəi]衣	豈曰無衣	衣	a	iəi		
2205	133	無衣	133.3	2	與子同b[zjiang]裳。（a= 微脂合韵）	與子同裳	裳	b	zjiang	a=微脂合韵	
2206	133	無衣	133.3	1	王于興a[shiei]師	王于興師	師	a	shiei		
2207	133	無衣	133.3	2	修我甲b[pyang]兵	修我甲兵	兵	b	pyang		
2208	133	無衣	133.3	3	與子偕b[heang]行。（b= 阳部）	與子偕行	行	b	heang	b=阳部	
2209	134	渭陽	134.1	1	我送舅氏	我送舅氏					
2210	134	渭陽	134.1	2	曰至渭a[jiang]陽。	曰至渭陽	陽	a	jiang		
2211	134	渭陽	134.1	1	何以贈之	何以贈之					
2212	134	渭陽	134.1	2	路車乘a[huang]黃。（阳部）	路車乘黃	黃	a	huang	阳部	
2213	134	渭陽	134.2	1	我送舅氏	我送舅氏					
2214	134	渭陽	134.2	2	悠悠我a[siə]思。	悠悠我思	思	a	siə		
2215	134	渭陽	134.2	1	何以贈之	何以贈之					
2216	134	渭陽	134.2	2	瓊瑰玉a[buə]佩。（之部）	瓊瑰玉佩	佩	a	buə	之部	
2217	135	權輿	135.1	1	於我a[ha]乎	於我乎	乎	a	ha		
2218	135	權輿	135.1	2	夏屋渠a[gia]渠	夏屋渠渠	渠	a	gia		
2219	135	權輿	135.1	3	今也每食無a[jia]餘。	今也每食無餘	餘	a	jia		
2220	135	權輿	135.1	1	于嗟a[ha]乎	于嗟乎	乎	a	ha		
2221	135	權輿	135.1	2	不承權a[jia]輿。（鱼部）	不承權輿	輿	a	jia	鱼部	
2222	135	權輿	135.2	1	於我乎	於我乎					
2223	135	權輿	135.2	2	每食四a[kiu]簋	每食四簋	簋	a	kiu		
2224	135	權輿	135.2	3	今也每食不a[peu]飽。（幽部）	今也每食不飽	飽	a	peu	幽部	
2225	135	權輿	135.2	1	于嗟b[ha]乎	于嗟乎	乎	b	ha		
2226	135	權輿	135.2	2	不承權b[jia]輿。（鱼部）	不承權輿	輿	b	jia	鱼部	
2227	135	權輿	135.6	1	陳風	陳風					
2228	136	宛丘	136.1	1	子之a[thang]湯兮	子之湯兮	湯	a	thang		
2229	136	宛丘	136.1	2	宛丘之a[zjiang]上兮。	宛丘之上兮	上	a	zjiang		
2230	136	宛丘	136.1	1	洵有情兮	洵有情兮					
2231	136	宛丘	136.1	2	而無a[miuang]望兮。（阳部）	而無望兮	望	a	miuang	阳部	
2232	136	宛丘	136.2	1	坎其擊a[ka]鼓	坎其擊鼓	鼓	a	ka		
2233	136	宛丘	136.2	2	宛丘之a[hea]下。	宛丘之下	下	a	hea		
2234	136	宛丘	136.2	1	無冬無a[hea]夏	無冬無夏	夏	a	hea		
2235	136	宛丘	136.2	2	值其鷺a[hiua]羽。（鱼部）	值其鷺羽	羽	a	hiua	鱼部	
2236	136	宛丘	136.3	1	坎其擊a[piu]缶	坎其擊缶	缶	a	piu		
2237	136	宛丘	136.3	2	宛丘之a[du]道。	宛丘之道	道	a	du		
2238	136	宛丘	136.3	1	無冬無夏	無冬無夏					
2239	136	宛丘	136.3	2	值其鷺a[du]翿。（幽部）	值其鷺翿	翿	a	du	幽部	
2240	137	東門之枌	137.1	1	東門之枌	東門之枌					
2241	137	東門之枌	137.1	2	宛丘之a[xia]栩。	宛丘之栩	栩	a	xia		
2242	137	東門之枌	137.1	1	子仲之子	子仲之子					
2243	137	東門之枌	137.1	2	婆娑其a[hea]下。（鱼部）	婆娑其下	下	a	hea	鱼部	
2244	137	東門之枌	137.2	1	穀旦于a[tsheai]差	穀旦于差	差	a	tsheai		
2245	137	東門之枌	137.2	2	南方之a[ngiuan]原。	南方之原	原	a	ngiuan		
2246	137	東門之枌	137.2	1	不績其a[meai]麻	不績其麻	麻	a	meai		
2247	137	東門之枌	137.2	2	市也婆a[sai]娑。（歌元通韵）	市也婆娑	娑	a	sai	歌元通韵	
2248	137	東門之枌	137.3	1	穀旦于a[zjiat]逝	穀旦于逝	逝	a	zjiat		
2249	137	東門之枌	137.3	2	越以鬷a[meat]邁。（月部）	越以鬷邁	邁	a	meat	月部	
2250	137	東門之枌	137.3	1	視爾如b[gyu]荍	視爾如荍	荍	b	gyu		
2251	137	東門之枌	137.3	2	貽我握b[tzyu]椒。（幽部）	貽我握椒	椒	b	tzyu	幽部	
